value,dbpedia-2015,dbpedia-2022-matched,dbpedia-2025,relative_change
nodes/http://www.hyattsville.org//rank_unweighted,25083.000000,18301.000000,20573.000000,-0.179803
nodes/http://dbpedia.org/resource/Dorothy_Pratt/unweighted,0.186658,0.621463,0.153102,-0.179773
predicate_weights/http://dbpedia.org/property/alignment,0.189517,0.178265,0.155456,-0.179724
nodes/http://dbpedia.org/resource/Fred_Longden/entropy_weighted,0.215760,0.386213,0.176989,-0.179696
"nodes/http://dbpedia.org/resource/Thurmont,_Maryland/rank_unweighted",17982.000000,14436.000000,21213.000000,0.179680
nodes/http://dbpedia.org/resource/William_Craven-Ellis/rank_weighted,5633.000000,1620.000000,4621.000000,-0.179656
"nodes/http://dbpedia.org/resource/Ernest_Pollock,_1st_Viscount_Hanworth/unweighted",0.234712,0.550658,0.276835,0.179469
nodes/http://dbpedia.org/resource/Robert_Arthur_Taylor/unweighted,0.190053,0.379954,0.155945,-0.179467
nodes/http://dbpedia.org/resource/Sidney_Peters/rank_shift,1750.000000,620.000000,1436.000000,-0.179429
predicate_weights/http://dbpedia.org/property/union,0.362710,0.425625,0.427747,0.179311
"nodes/http://dbpedia.org/resource/Koreatown,_Los_Angeles/entropy_weighted",0.187862,0.159471,0.154190,-0.179239
nodes/http://dbpedia.org/resource/Tudor_Rees/rank_weighted,6405.000000,2236.000000,7553.000000,0.179235
"nodes/http://dbpedia.org/resource/Toledo,_Ohio/rank_weighted",3783.000000,5004.000000,3105.000000,-0.179223
nodes/http://dbpedia.org/resource/Arthur_Blenkinsop/unweighted,0.200917,0.276896,0.164909,-0.179220
nodes/http://dbpedia.org/resource/Dianne_Reilly/rank_shift,2377.000000,1240.000000,1951.000000,-0.179218
nodes/http://dbpedia.org/resource/Bachelor_of_Laws/rank_weighted,7254.000000,5843.000000,5954.000000,-0.179211
"nodes/http://dbpedia.org/resource/Ernest_Lamb,_1st_Baron_Rochester/rank_weighted",7592.000000,5325.000000,8951.000000,0.179004
nodes/http://dbpedia.org/resource/Anne_Maddern/unweighted,0.197493,0.301729,0.162145,-0.178985
"nodes/http://dbpedia.org/resource/Robert_Cecil,_1st_Viscount_Cecil_of_Chelwood/rank_weighted",1475.000000,1090.000000,1211.000000,-0.178983
"nodes/http://dbpedia.org/resource/Mary_Cavendish,_Duchess_of_Devonshire/unweighted",0.168200,0.306407,0.198299,0.178946
nodes/http://dbpedia.org/resource/Sergio_Osmeña/unweighted,0.198500,0.268308,0.162979,-0.178946
"nodes/http://dbpedia.org/resource/Sir_Max_Aitken,_2nd_Baronet/entropy_weighted",0.197051,0.244774,0.161791,-0.178941
"nodes/http://dbpedia.org/resource/Takoma_Park,_Maryland/unweighted",0.223457,0.319307,0.183476,-0.178920
nodes/http://dbpedia.org/resource/Gordon_Hall_Caine/entropy_weighted,0.228402,0.276794,0.187561,-0.178812
nodes/http://dbpedia.org/resource/Order_of_the_Bath/rank_unweighted,604.000000,1042.000000,712.000000,0.178808
nodes/http://dbpedia.org/resource/Aubrey_Herbert/rank_weighted,9230.000000,7973.000000,7580.000000,-0.178765
"nodes/http://dbpedia.org/resource/Henry_Cautley,_1st_Baron_Cautley/rank_shift",884.000000,672.000000,726.000000,-0.178733
nodes/http://dbpedia.org/resource/Ralph_Clarke_(British_politician)/entropy_weighted,0.206027,0.332281,0.169204,-0.178728
"nodes/http://dbpedia.org/resource/Durack,_Queensland/rank_weighted",25506.000000,6064.000000,20951.000000,-0.178585
nodes/http://dbpedia.org/resource/Ian_Kaye/rank_unweighted,11318.000000,2884.000000,13338.000000,0.178477
nodes/http://dbpedia.org/resource/Barbara_Stone/rank_shift,2578.000000,1567.000000,2118.000000,-0.178433
nodes/http://dbpedia.org/resource/Baron_Brassey_of_Apethorpe/unweighted,0.204141,0.181805,0.167721,-0.178406
nodes/http://dbpedia.org/resource/Kettering/entropy_weighted,0.185052,0.223166,0.152038,-0.178404
"nodes/http://dbpedia.org/resource/Robert_Gascoyne-Cecil,_5th_Marquess_of_Salisbury/rank_weighted",1778.000000,419.000000,2095.000000,0.178290
nodes/http://dbpedia.org/resource/Postal_code/entropy_weighted,0.186802,0.207561,0.153498,-0.178284
"nodes/http://dbpedia.org/resource/University_of_California,_Santa_Barbara/entropy_weighted",0.188334,0.157143,0.154763,-0.178254
nodes/http://dbpedia.org/resource/Pastry_chef/unweighted,0.195547,0.241518,0.160702,-0.178191
nodes/http://dbpedia.org/resource/Los_Angeles_County_Board_of_Supervisors/rank_shift,-7947.000000,-4325.000000,-6532.000000,0.178055
nodes/http://www.havredegracemd.com//rank_unweighted,22166.000000,15562.000000,18220.000000,-0.178020
nodes/http://dbpedia.org/resource/Longcross/unweighted,0.184977,0.172842,0.152051,-0.178000
nodes/http://dbpedia.org/resource/Victor_Mallet/rank_weighted,23827.000000,15910.000000,19586.000000,-0.177991
predicate_weights/http://dbpedia.org/property/video,0.463759,0.541164,0.546302,0.177985
"nodes/http://dbpedia.org/resource/Aberdeen,_Maryland/unweighted",0.197925,0.251953,0.162699,-0.177978
nodes/http://dbpedia.org/resource/Bow_and_Bromley_(UK_Parliament_constituency)/rank_weighted,16473.000000,12949.000000,19403.000000,0.177867
"nodes/http://dbpedia.org/resource/Boyd_Merriman,_1st_Baron_Merriman/rank_weighted",5030.000000,3701.000000,4136.000000,-0.177734
nodes/http://www.havredegracemd.com//rank_weighted,19081.000000,15446.000000,15690.000000,-0.177716
nodes/http://dbpedia.org/resource/Paul_Hoolihan/rank_shift,2538.000000,1268.000000,2087.000000,-0.177699
predicate_weights/http://dbpedia.org/ontology/influenced,0.579000,0.572275,0.476115,-0.177695
"nodes/http://dbpedia.org/resource/Sir_Harold_Mitchell,_1st_Baronet/unweighted",0.188808,0.362203,0.155260,-0.177687
nodes/http://dbpedia.org/resource/Daniel_Somerville/rank_weighted,3197.000000,4909.000000,2629.000000,-0.177667
nodes/http://dbpedia.org/resource/Theodore_Carr/entropy_weighted,0.186676,0.178002,0.153510,-0.177663
nodes/http://dbpedia.org/resource/Anthony_Muirhead/rank_unweighted,2674.000000,2523.000000,3149.000000,0.177636
nodes/http://dbpedia.org/resource/West_Los_Angeles/unweighted,0.187982,0.158769,0.154605,-0.177557
nodes/http://dbpedia.org/resource/Thomas_Wayman/unweighted,0.193580,0.265601,0.159217,-0.177515
nodes/http://dbpedia.org/resource/John_Greenwood_Shipman/entropy_weighted,0.204611,0.291739,0.168314,-0.177392
nodes/http://dbpedia.org/resource/Leonard_Ropner/rank_shift,1167.000000,782.000000,960.000000,-0.177378
nodes/http://dbpedia.org/resource/Alan_Anderson_(British_public_servant)/entropy_weighted,0.202427,0.205789,0.166525,-0.177361
nodes/http://dbpedia.org/resource/Brigadier_(United_Kingdom)/rank_weighted,2392.000000,2484.000000,2816.000000,0.177258
nodes/http://dbpedia.org/resource/St_Pancras_North_(UK_Parliament_constituency)/rank_weighted,12629.000000,12895.000000,10392.000000,-0.177132
"nodes/http://dbpedia.org/resource/Sir_Sidney_Herbert,_1st_Baronet/rank_unweighted",2293.000000,2649.000000,1887.000000,-0.177061
nodes/http://dbpedia.org/resource/Anthony_Marlowe/rank_unweighted,4251.000000,4310.000000,5003.000000,0.176900
nodes/http://dbpedia.org/resource/Steve_Wettenhall/unweighted,0.192035,0.390086,0.158087,-0.176777
nodes/http://dbpedia.org/resource/Baron_Rea/entropy_weighted,0.191633,0.225559,0.157760,-0.176762
nodes/http://dbpedia.org/resource/Southern_California/rank_weighted,15695.000000,4756.000000,12921.000000,-0.176744
"nodes/http://dbpedia.org/resource/Sir_Austin_Hudson,_1st_Baronet/rank_shift",996.000000,748.000000,820.000000,-0.176707
nodes/http://dbpedia.org/resource/Michael_Hart_(Australian_politician)/unweighted,0.150944,0.560515,0.177617,0.176706
nodes/http://dbpedia.org/resource/E._G._Pretyman/unweighted,0.279715,0.485069,0.230288,-0.176705
nodes/http://dbpedia.org/resource/Aaron_Dillaway/rank_weighted,7002.000000,860.000000,8239.000000,0.176664
nodes/http://dbpedia.org/resource/Joseph_Nall/entropy_weighted,0.214781,0.217774,0.176839,-0.176654
nodes/http://dbpedia.org/resource/George_Barnes_(British_politician)/entropy_weighted,0.336208,0.378800,0.276870,-0.176491
predicate_weights/http://dbpedia.org/property/appointer,0.393655,0.444918,0.463131,0.176489
nodes/http://dbpedia.org/resource/Herbert_Harvey_Spencer/rank_weighted,5774.000000,3178.000000,4755.000000,-0.176481
"nodes/http://dbpedia.org/resource/Bryans_Road,_Maryland/entropy_weighted",0.187834,0.176484,0.154689,-0.176455
nodes/http://dbpedia.org/resource/Aubrey_Herbert/rank_unweighted,10841.000000,8921.000000,8929.000000,-0.176367
"nodes/http://dbpedia.org/resource/Marblehead,_Massachusetts/rank_shift",-879.000000,-717.000000,-1034.000000,-0.176337
nodes/http://dbpedia.org/resource/Italian_cuisine/unweighted,0.243173,0.254679,0.200296,-0.176324
nodes/http://dbpedia.org/resource/A._J._Cook_(trade_unionist)/entropy_weighted,0.194345,0.223842,0.160078,-0.176321
nodes/http://dbpedia.org/resource/Barnard_College/unweighted,0.211876,0.235675,0.174519,-0.176317
"nodes/http://dbpedia.org/resource/Max_Aitken,_1st_Baron_Beaverbrook/unweighted",0.296227,0.451888,0.244000,-0.176307
nodes/http://dbpedia.org/resource/Cuthbert_James/rank_unweighted,5333.000000,7096.000000,4393.000000,-0.176261
nodes/http://dbpedia.org/resource/William_Kingsmill_(politician)/rank_unweighted,10840.000000,8922.000000,8930.000000,-0.176199
"nodes/http://dbpedia.org/resource/George_Bingham,_5th_Earl_of_Lucan/unweighted",0.238887,0.290744,0.280935,0.176014
nodes/http://dbpedia.org/resource/Cockatrice/unweighted,0.182651,0.150483,0.150517,-0.175934
nodes/http://dbpedia.org/resource/Viscount_Caldecote/rank_weighted,24109.000000,4706.000000,19868.000000,-0.175909
nodes/http://dbpedia.org/resource/John_Grant_(Queensland_politician)/unweighted,0.192006,0.343929,0.158234,-0.175894
nodes/http://dbpedia.org/resource/United_States_Marine_Corps/rank_weighted,2155.000000,13087.000000,2534.000000,0.175870
nodes/http://dbpedia.org/resource/Peter_Wellington/unweighted,0.202060,0.586661,0.166533,-0.175823
nodes/http://dbpedia.org/resource/Michael_Choi_(politician)/rank_unweighted,12520.000000,2282.000000,10319.000000,-0.175799
nodes/http://dbpedia.org/resource/University_of_Adelaide/rank_shift,-1599.000000,-1705.000000,-1880.000000,-0.175735
predicate_weights/http://dbpedia.org/property/countryAdminDivisions,0.400541,0.464627,0.470873,0.175593
nodes/http://dbpedia.org/resource/Pat_Purcell/unweighted,0.186390,0.287672,0.153671,-0.175540
nodes/http://dbpedia.org/resource/Harold_Morris_(politician)/unweighted,0.223722,0.249405,0.184459,-0.175496
nodes/http://dbpedia.org/resource/Baron_Calverley/rank_weighted,7057.000000,8791.000000,8295.000000,0.175429
predicate_weights/http://dbpedia.org/ontology/sportGoverningBody,0.288900,0.339728,0.339569,0.175383
"nodes/http://dbpedia.org/resource/Orange_County,_California/entropy_weighted",0.189380,0.175658,0.156170,-0.175362
nodes/http://dbpedia.org/resource/University_of_Adelaide/entropy_weighted,0.185656,0.309863,0.153101,-0.175353
"nodes/http://dbpedia.org/resource/Thomas_Burden,_1st_Baron_Burden/unweighted",0.198323,0.268904,0.163550,-0.175334
"nodes/http://dbpedia.org/resource/Henry_Betterton,_1st_Baron_Rushcliffe/unweighted",0.281191,0.444482,0.231908,-0.175264
nodes/http://dbpedia.org/resource/Belgravia/entropy_weighted,0.203406,0.237440,0.167759,-0.175252
nodes/http://dbpedia.org/resource/Harrogate/rank_unweighted,1581.000000,5736.000000,1858.000000,0.175206
"nodes/http://dbpedia.org/resource/Wadham_College,_Oxford/entropy_weighted",0.188696,0.267629,0.155644,-0.175160
predicate_weights/http://dbpedia.org/property/settlementType,0.236244,0.269070,0.277615,0.175118
nodes/http://dbpedia.org/resource/Michael_Pucci/rank_unweighted,11465.000000,3074.000000,13472.000000,0.175055
nodes/http://dbpedia.org/resource/Drama/entropy_weighted,0.183651,0.215556,0.151504,-0.175041
nodes/http://dbpedia.org/resource/Christopher_Mayhew/rank_shift,720.000000,954.000000,846.000000,0.175000
"nodes/http://dbpedia.org/resource/Hollywood_Hills_West,_Los_Angeles/entropy_weighted",0.192881,0.183125,0.159137,-0.174946
nodes/http://dbpedia.org/resource/George_Davies_(politician)/rank_unweighted,3024.000000,2451.000000,2495.000000,-0.174934
nodes/http://dbpedia.org/resource/Albert_Goodman/rank_weighted,4808.000000,1784.000000,3967.000000,-0.174917
"nodes/http://dbpedia.org/resource/Herbert_Bowden,_Baron_Aylestone/entropy_weighted",0.201973,0.201943,0.166648,-0.174897
nodes/http://dbpedia.org/resource/Jan_Jarratt/unweighted,0.202535,0.629123,0.167151,-0.174703
nodes/http://dbpedia.org/resource/Electoral_district_of_Mundingburra/unweighted,0.201621,1.371154,0.166402,-0.174678
predicate_weights/http://dbpedia.org/property/blankName,0.111130,0.151384,0.130539,0.174646
"nodes/http://dbpedia.org/resource/Hilda_Runciman,_Viscountess_Runciman_of_Doxford/rank_shift",670.000000,599.000000,553.000000,-0.174627
nodes/http://dbpedia.org/resource/Abraham_England/unweighted,0.150120,0.331373,0.176332,0.174610
nodes/http://dbpedia.org/resource/Moss_Side/rank_unweighted,8950.000000,9857.000000,10512.000000,0.174525
nodes/http://dbpedia.org/resource/Leeds_East_(UK_Parliament_constituency)/entropy_weighted,0.191439,0.206009,0.158032,-0.174505
nodes/http://dbpedia.org/resource/County_seat/rank_unweighted,3404.000000,342.000000,3998.000000,0.174501
"nodes/http://dbpedia.org/resource/Lawrence_Dundas,_2nd_Marquess_of_Zetland/unweighted",0.202971,0.330455,0.167557,-0.174475
nodes/http://dbpedia.org/resource/Gerald_Howard/rank_shift,1175.000000,144.000000,1380.000000,0.174468
nodes/http://dbpedia.org/resource/Jocelyn_Lucas/unweighted,0.270178,0.263108,0.223070,-0.174358
nodes/http://dbpedia.org/resource/Joan_Pease/unweighted,0.190674,0.391150,0.157457,-0.174205
nodes/http://dbpedia.org/resource/Nāga/unweighted,0.182262,0.150483,0.150517,-0.174176
nodes/http://dbpedia.org/resource/Stuttgart/entropy_weighted,0.191143,0.192024,0.157854,-0.174161
nodes/http://dbpedia.org/resource/Clifford_Erskine-Bolst/entropy_weighted,0.206674,0.251579,0.170689,-0.174115
predicate_weights/http://dbpedia.org/property/judge,0.390289,0.421563,0.458230,0.174078
nodes/http://dbpedia.org/resource/Michael_Trout_(Australian_politician)/unweighted,0.197811,0.426406,0.163400,-0.173961
nodes/http://dbpedia.org/resource/Colonel_(United_Kingdom)/unweighted,0.335099,1.203727,0.276871,-0.173762
nodes/http://dbpedia.org/resource/John_Ward_(trade_unionist)/rank_unweighted,25233.000000,2744.000000,29617.000000,0.173741
nodes/http://dbpedia.org/resource/J._D._White/entropy_weighted,0.203334,0.349876,0.168022,-0.173665
nodes/http://dbpedia.org/resource/Peritonitis/rank_weighted,24738.000000,14325.000000,20442.000000,-0.173660
predicate_weights/http://dbpedia.org/property/beforeElection,0.526931,0.594821,0.618403,0.173594
nodes/http://dbpedia.org/resource/Arthur_Hollins_(politician)/entropy_weighted,0.192051,0.729562,0.158715,-0.173577
nodes/http://dbpedia.org/resource/List_of_Maryland_state_parks/entropy_weighted,0.190698,0.164356,0.157602,-0.173553
nodes/http://dbpedia.org/resource/Mark_Stewart_(politician)/unweighted,0.188084,0.323591,0.155444,-0.173541
nodes/http://dbpedia.org/resource/Electoral_district_of_Sunnybank/unweighted,0.187140,0.322712,0.154666,-0.173524
nodes/http://dbpedia.org/resource/Tennessee/rank_shift,98.000000,-106.000000,81.000000,-0.173469
"nodes/http://dbpedia.org/resource/Allentown,_Pennsylvania/entropy_weighted",0.210301,0.730897,0.173841,-0.173372
nodes/http://dbpedia.org/resource/Eastern_European_Summer_Time/entropy_weighted,0.228295,0.265460,0.188718,-0.173357
"nodes/http://dbpedia.org/resource/San_Pedro,_Los_Angeles/unweighted",0.195356,0.187517,0.161506,-0.173276
nodes/http://dbpedia.org/resource/Malcolm_Macnaghten/unweighted,0.187591,0.182445,0.155105,-0.173175
nodes/http://dbpedia.org/resource/William_Wellwood/unweighted,0.187591,0.182445,0.155105,-0.173175
nodes/http://dbpedia.org/resource/South_Australia/entropy_weighted,0.210123,0.754593,0.173735,-0.173172
nodes/http://dbpedia.org/resource/Chimera_(mythology)/rank_weighted,17584.000000,9196.000000,20629.000000,0.173169
nodes/http://dbpedia.org/resource/Secretary_of_State_for_Dominion_Affairs/entropy_weighted,0.218185,0.334682,0.180419,-0.173092
nodes/http://dbpedia.org/resource/Laurence_Hardy/unweighted,0.192416,0.224022,0.159127,-0.173006
"nodes/http://dbpedia.org/resource/Perryman,_Maryland/rank_weighted",23313.000000,17613.000000,19282.000000,-0.172908
nodes/http://dbpedia.org/resource/Aneurin_Williams/entropy_weighted,0.197270,0.311101,0.163162,-0.172901
nodes/http://dbpedia.org/resource/John_George_Burnett/entropy_weighted,0.180868,0.241622,0.212137,0.172882
nodes/http://dbpedia.org/resource/Michael_Choi_(politician)/unweighted,0.190921,0.539216,0.157960,-0.172643
"nodes/http://dbpedia.org/resource/Esmond_Harmsworth,_2nd_Viscount_Rothermere/entropy_weighted",0.192744,0.329555,0.225978,0.172423
nodes/http://dbpedia.org/resource/Julie_Attwood/unweighted,0.186658,0.324759,0.154490,-0.172339
nodes/http://dbpedia.org/resource/Liz_Cunningham/unweighted,0.186658,0.285605,0.154497,-0.172301
nodes/http://dbpedia.org/resource/Arthur_Hollins_(politician)/rank_weighted,7737.000000,412.000000,6404.000000,-0.172289
nodes/http://dbpedia.org/resource/Basil_Peto/rank_unweighted,3123.000000,7834.000000,3661.000000,0.172270
nodes/http://dbpedia.org/resource/Sarah_Churchill_(actress)/rank_unweighted,8424.000000,1975.000000,9875.000000,0.172246
nodes/http://dbpedia.org/resource/Alonzo_Swales/unweighted,0.204826,0.288069,0.169549,-0.172230
nodes/http://dbpedia.org/resource/Baron_Belstead/entropy_weighted,0.186014,0.236818,0.153981,-0.172210
nodes/http://dbpedia.org/resource/Luxembourg_City/entropy_weighted,0.199059,0.160605,0.164785,-0.172182
nodes/http://dbpedia.org/resource/James_Daniel_Gilbert/rank_shift,1832.000000,1077.000000,1517.000000,-0.171943
nodes/http://dbpedia.org/resource/James_Lockwood_(British_politician)/rank_unweighted,5312.000000,2964.000000,4400.000000,-0.171687
nodes/http://dbpedia.org/resource/Western_European_Time/rank_unweighted,1888.000000,109.000000,2212.000000,0.171610
nodes/http://dbpedia.org/resource/Robert_Burton-Chadwick/entropy_weighted,0.225406,0.340602,0.264057,0.171474
nodes/http://dbpedia.org/resource/Electoral_district_of_Toowoomba_North/unweighted,0.191976,1.086636,0.159057,-0.171473
nodes/http://dbpedia.org/resource/Wakefield_(UK_Parliament_constituency)/entropy_weighted,0.201653,0.201827,0.167084,-0.171426
"nodes/http://dbpedia.org/resource/Atwater_Village,_Los_Angeles/entropy_weighted",0.191184,0.180782,0.158420,-0.171372
nodes/http://dbpedia.org/resource/Daniel_Somerville/rank_unweighted,3974.000000,5695.000000,3293.000000,-0.171364
"nodes/http://dbpedia.org/resource/David_Margesson,_1st_Viscount_Margesson/entropy_weighted",0.275749,0.210048,0.228497,-0.171360
nodes/http://dbpedia.org/resource/Counties_of_Lithuania/entropy_weighted,0.152826,0.200392,0.179012,0.171339
nodes/http://dbpedia.org/resource/Andrew_MacLaren/rank_shift,858.000000,640.000000,711.000000,-0.171329
nodes/http://dbpedia.org/resource/Herbert_Dunnico/entropy_weighted,0.287720,0.484507,0.238476,-0.171152
nodes/http://dbpedia.org/resource/Northwestern_University/rank_unweighted,2526.000000,6265.000000,2958.000000,0.171021
nodes/http://dbpedia.org/resource/David_Lloyd_George/rank_weighted,234.000000,69.000000,194.000000,-0.170940
nodes/http://dbpedia.org/resource/Alfred_M._Wall/rank_shift,1574.000000,2032.000000,1305.000000,-0.170902
"nodes/http://dbpedia.org/resource/Arthur_Annesley,_11th_Viscount_Valentia/rank_weighted",7621.000000,11181.000000,8923.000000,0.170844
"nodes/http://dbpedia.org/resource/Mar_Vista,_Los_Angeles/unweighted",0.183702,0.155798,0.152333,-0.170763
"nodes/http://dbpedia.org/resource/David_Ormsby-Gore,_5th_Baron_Harlech/unweighted",0.195501,0.315904,0.162154,-0.170572
"nodes/http://dbpedia.org/resource/William_Palmer,_2nd_Earl_of_Selborne/entropy_weighted",0.197008,0.246840,0.163420,-0.170494
nodes/http://dbpedia.org/resource/Shelley_Moore_Capito/entropy_weighted,0.181297,0.173429,0.150388,-0.170488
nodes/http://dbpedia.org/resource/Ray_Gunter/rank_shift,575.000000,406.000000,477.000000,-0.170435
nodes/http://dbpedia.org/resource/Lord_Alexander_Thynne/rank_weighted,3591.000000,2038.000000,4203.000000,0.170426
"nodes/http://dbpedia.org/resource/Cuthbert_Kenworthy,_9th_Baron_Strabolgi/unweighted",0.192385,0.202210,0.159617,-0.170326
"nodes/http://dbpedia.org/resource/George_Shepherd,_1st_Baron_Shepherd/rank_unweighted",2578.000000,5174.000000,2139.000000,-0.170287
nodes/http://dbpedia.org/resource/Sydney_Henn/entropy_weighted,0.198654,0.234140,0.164826,-0.170285
"nodes/http://dbpedia.org/resource/Arthur_Baldwin,_3rd_Earl_Baldwin_of_Bewdley/unweighted",0.209434,0.540779,0.173776,-0.170259
nodes/http://dbpedia.org/resource/Herbert_Romeril/unweighted,0.198323,0.300360,0.164557,-0.170257
nodes/http://dbpedia.org/resource/National_Socialist_League/unweighted,0.191314,0.207047,0.158751,-0.170208
"nodes/http://dbpedia.org/resource/Eagle_Rock,_Los_Angeles/entropy_weighted",0.193037,0.159813,0.160184,-0.170189
nodes/http://dbpedia.org/resource/J._M._Robertson/rank_unweighted,6922.000000,6699.000000,8100.000000,0.170182
"nodes/http://dbpedia.org/resource/St._Mary's_County,_Maryland/entropy_weighted",0.204161,0.240670,0.169424,-0.170148
"nodes/http://dbpedia.org/resource/West_Hollywood,_California/unweighted",0.213968,0.213239,0.177566,-0.170128
"nodes/http://dbpedia.org/resource/Gonville_and_Caius_College,_Cambridge/unweighted",0.218726,0.231413,0.181524,-0.170087
nodes/http://dbpedia.org/resource/Jeanne_Shaheen/entropy_weighted,0.213984,0.185538,0.177591,-0.170075
nodes/http://dbpedia.org/resource/Financier/unweighted,0.189860,0.209869,0.157583,-0.170007
nodes/http://dbpedia.org/resource/Samuel_Finburgh/unweighted,0.191985,0.207547,0.159350,-0.169984
nodes/http://dbpedia.org/resource/Billy_Gordon/unweighted,0.194918,0.417315,0.161793,-0.169945
nodes/http://dbpedia.org/resource/John_William_Dennis/unweighted,0.192534,0.192540,0.159817,-0.169929
"nodes/http://dbpedia.org/resource/Oliver_Baldwin,_2nd_Earl_Baldwin_of_Bewdley/unweighted",0.311069,0.931925,0.258228,-0.169868
nodes/http://dbpedia.org/resource/Jason_Woodforth/unweighted,0.186096,0.239815,0.154496,-0.169807
nodes/http://dbpedia.org/resource/Brisbane_Strikers_FC/rank_unweighted,24511.000000,5791.000000,20349.000000,-0.169801
nodes/http://dbpedia.org/resource/Viscount_Lambert/rank_unweighted,6898.000000,9861.000000,8068.000000,0.169614
predicate_weights/http://dbpedia.org/property/format,0.303685,0.380649,0.355191,0.169605
nodes/http://dbpedia.org/resource/Charles_Pannell/entropy_weighted,0.193563,0.187350,0.160747,-0.169539
nodes/http://dbpedia.org/resource/Peter_Lawlor/entropy_weighted,0.188163,0.382147,0.156268,-0.169507
nodes/http://dbpedia.org/resource/Queensland_Academy_of_Sport/rank_unweighted,24515.000000,5798.000000,20360.000000,-0.169488
nodes/http://dbpedia.org/resource/Hastings/entropy_weighted,0.185157,0.161805,0.153780,-0.169464
nodes/http://dbpedia.org/resource/Arthur_Allen_(Labour_politician)/entropy_weighted,0.188592,0.234549,0.156659,-0.169327
nodes/http://dbpedia.org/resource/Edward_L._Poulton/entropy_weighted,0.201335,0.251903,0.167248,-0.169306
nodes/http://dbpedia.org/resource/Henry_Lorimer/unweighted,0.197431,0.231231,0.164006,-0.169302
nodes/http://dbpedia.org/resource/Francis_Capel_Harrison/rank_unweighted,1389.000000,2806.000000,1624.000000,0.169186
nodes/http://dbpedia.org/resource/Herbert_Paul/rank_unweighted,20192.000000,6602.000000,16777.000000,-0.169126
nodes/http://dbpedia.org/resource/Thomas_Worrall_Casey/rank_shift,1023.000000,1062.000000,850.000000,-0.169110
nodes/http://dbpedia.org/resource/William_Perring/rank_shift,1083.000000,989.000000,1266.000000,0.168975
nodes/http://dbpedia.org/resource/Stanley_Reed_(British_politician)/rank_weighted,3162.000000,4309.000000,3696.000000,0.168880
nodes/http://dbpedia.org/resource/Lindy_Nelson-Carr/rank_weighted,9569.000000,334.000000,7953.000000,-0.168879
nodes/http://dbpedia.org/resource/Displacer_beast/rank_weighted,25137.000000,22759.000000,29380.000000,0.168795
"nodes/http://dbpedia.org/resource/Brentwood,_Maryland/rank_weighted",24298.000000,18102.000000,20198.000000,-0.168738
"nodes/http://dbpedia.org/resource/North_Brentwood,_Maryland/rank_weighted",24299.000000,18103.000000,20199.000000,-0.168731
"nodes/http://dbpedia.org/resource/Edmonston,_Maryland/rank_weighted",24294.000000,18099.000000,20195.000000,-0.168725
nodes/http://dbpedia.org/resource/Ulm/rank_shift,-587.000000,-576.000000,-488.000000,0.168654
"nodes/http://dbpedia.org/resource/University_Park,_Maryland/rank_weighted",24297.000000,18101.000000,20200.000000,-0.168622
nodes/http://dbpedia.org/resource/Arthur_Fell/unweighted,0.193554,0.206032,0.160924,-0.168585
nodes/http://dbpedia.org/resource/Electoral_district_of_Surfers_Paradise/rank_shift,-1317.000000,-735.000000,-1095.000000,0.168565
nodes/http://dbpedia.org/resource/University_of_Nottingham/unweighted,0.184050,0.203692,0.153026,-0.168563
"nodes/http://dbpedia.org/resource/Beverly_Hills,_California/rank_weighted",3177.000000,6742.000000,2642.000000,-0.168398
nodes/http://dbpedia.org/resource/Gershom_Stewart/rank_weighted,6904.000000,7023.000000,5742.000000,-0.168308
nodes/http://dbpedia.org/resource/John_Cairns_(politician)/rank_shift,1207.000000,695.000000,1004.000000,-0.168186
nodes/http://dbpedia.org/resource/Filey/unweighted,0.185236,0.200578,0.154092,-0.168132
"nodes/http://dbpedia.org/resource/William_Hare,_5th_Earl_of_Listowel/unweighted",0.310536,0.618106,0.258329,-0.168121
nodes/http://dbpedia.org/resource/Albert_Davies_(politician)/rank_unweighted,8601.000000,7835.000000,10047.000000,0.168120
predicate_weights/http://dbpedia.org/property/r3Surface,0.156385,0.176789,0.182668,0.168067
nodes/http://dbpedia.org/resource/Penelope_Wensley/unweighted,0.186988,0.509099,0.155567,-0.168039
nodes/http://dbpedia.org/resource/Cyril_Atkinson/entropy_weighted,0.192024,0.225206,0.159767,-0.167985
predicate_weights/http://dbpedia.org/property/foundedBy,0.431960,0.488793,0.504495,0.167920
"nodes/http://dbpedia.org/resource/Edmonton,_London/rank_unweighted",9529.000000,16446.000000,11129.000000,0.167908
nodes/http://dbpedia.org/resource/Baronet/entropy_weighted,0.303300,0.972983,0.252375,-0.167904
nodes/http://dbpedia.org/resource/Victor_Seely/entropy_weighted,0.183048,0.161041,0.152345,-0.167732
nodes/http://dbpedia.org/resource/Ian_Orr-Ewing_(Weston-super-Mare_MP)/rank_shift,1664.000000,592.000000,1385.000000,-0.167668
nodes/http://dbpedia.org/resource/Iowa/unweighted,2.415825,10.942241,2.010823,-0.167645
"nodes/http://dbpedia.org/resource/Trinity_Hall,_Cambridge/rank_weighted",2899.000000,1702.000000,2413.000000,-0.167644
nodes/http://dbpedia.org/resource/Robert_Jackson_(Ipswich_MP)/rank_shift,1754.000000,1167.000000,1460.000000,-0.167617
